ID,Date,Element,Data_Value
SZ000008440,2011-05-31,TMIN,78
SZ000008440,2006-02-27,TMIN,-49
SZ000008440,2008-01-06,TMAX,105
SZ000008440,2013-07-25,TMAX,318
SZ000008440,2005-04-11,TMIN,60
SZ000008440,2012-07-09,TMAX,276
SZ000008440,2012-02-23,TMIN,-45
SZ000008440,2009-09-09,TMAX,247
SZ000008440,2011-02-18,TMAX,88
SZ000008440,2011-02-18,TMIN,-26
SZ000008440,2005-08-05,TMIN,119
SZ000008440,2005-08-05,TMAX,270
SZ000008440,2013-06-03,TMAX,179
SZ000008440,2007-06-12,TMIN,152
SZ000008440,2007-06-12,TMAX,245
SZ000008440,2013-06-03,TMIN,98
SZ000008440,2008-09-26,TMAX,153
SZ000008440,2008-09-26,TMIN,72
SZ000008440,2012-10-07,TMAX,187
SZ000008440,2012-10-07,TMIN,126
SZ000008440,2010-04-30,TMAX,234
SZ000008440,2012-07-09,TMIN,144
SZ000008440,2010-10-10,TMIN,124
SZ000008440,2012-07-11,TMAX,244
SZ000008440,2013-07-25,TMIN,184
SZ000008440,2006-02-27,TMAX,27
SZ000008440,2008-01-12,TMIN,-9
SZ000008440,2015-10-27,TMAX,120
SZ000008440,2008-01-12,TMAX,69
SZ000008440,2012-02-29,TMIN,-23
SZ000008440,2006-03-02,TMIN,-93
SZ000008440,2006-03-02,TMAX,35
SZ000008440,2012-02-28,TMIN,-43
SZ000008440,2012-02-29,TMAX,139
SZ000008440,2010-03-06,TMIN,-59
SZ000008440,2009-10-13,TMIN,63
SZ000008440,2012-02-28,TMAX,118
SZ000008440,2009-10-13,TMAX,133
SZ000008440,2007-06-18,TMIN,156
SZ000008440,2007-06-18,TMAX,278
SZ000008440,2012-07-08,TMAX,259
SZ000008440,2015-02-05,TMAX,-6
SZ000008440,2015-02-05,TMIN,-18
SZ000008440,2009-04-19,TMIN,50
SZ000008440,2013-10-15,TMAX,142
SZ000008440,2010-03-06,TMAX,34
SZ000008440,2012-07-08,TMIN,158
SZ000008440,2009-01-27,TMAX,53
SZ000008440,2007-03-17,TMIN,26
SZ000008440,2009-09-09,TMIN,99
SZ000008440,2007-03-17,TMAX,156
SZ000008440,2005-10-28,TMAX,177
SZ000008440,2015-10-27,TMIN,84
SZ000008440,2015-05-06,TMAX,207
SZ000008440,2015-05-06,TMIN,98
SZ000008440,2014-08-05,TMAX,241
SZ000008440,2014-08-05,TMIN,138
SZ000008440,2005-03-30,TMIN,63
SZ000008440,2005-03-30,TMAX,148
SZ000008440,2008-09-30,TMAX,172
SZ000008440,2008-01-05,TMIN,12
SZ000008440,2008-09-30,TMIN,63
SZ000008440,2014-08-28,TMIN,121
SZ000008440,2015-07-30,TMIN,109
SZ000008440,2008-01-05,TMAX,79
SZ000008440,2015-07-30,TMAX,224
SZ000008440,2012-01-30,TMIN,2
SZ000008440,2014-12-21,TMIN,-15
SZ000008440,2014-12-21,TMAX,80
SZ000008440,2012-01-30,TMAX,22
SZ000008440,2005-10-28,TMIN,56
SZ000008440,2014-08-28,TMAX,258
SZ000008440,2012-06-13,TMIN,84
SZ000008440,2005-04-11,TMAX,109
SZ000008440,2005-08-29,TMAX,268
SZ000008440,2006-01-06,TMIN,-26
SZ000008440,2006-01-06,TMAX,22
SZ000008440,2015-08-13,TMIN,184
SZ000008440,2015-11-05,TMAX,117
SZ000008440,2015-08-13,TMAX,331
SZ000008440,2010-05-16,TMAX,135
SZ000008440,2013-12-24,TMAX,151
SZ000008440,2013-12-24,TMIN,53
SZ000008440,2015-12-07,TMIN,11
SZ000008440,2010-05-16,TMIN,59
SZ000008440,2009-04-13,TMIN,79
SZ000008440,2012-04-08,TMAX,93
SZ000008440,2015-11-05,TMIN,57
SZ000008440,2012-04-08,TMIN,6
SZ000008440,2011-05-08,TMAX,259
SZ000008440,2009-09-15,TMAX,165
SZ000008440,2009-09-15,TMIN,83
SZ000008440,2010-06-18,TMIN,113
SZ000008440,2009-04-13,TMAX,219
SZ000008440,2015-12-07,TMAX,64
SZ000008440,2011-05-08,TMIN,127
SZ000008440,2006-04-12,TMIN,12
SZ000008440,2005-01-28,TMAX,-22
SZ000008440,2009-11-29,TMIN,54
SZ000008440,2010-06-18,TMAX,206
SZ000008440,2007-03-03,TMAX,151
SZ000008440,2005-12-12,TMIN,-31
SZ000008440,2007-03-03,TMIN,68
SZ000008440,2009-11-29,TMAX,119
SZ000008440,2005-12-12,TMAX,5
SZ000008440,2005-01-28,TMIN,-106
SZ000008440,2009-07-06,TMAX,278
SZ000008440,2011-07-18,TMIN,106
SZ000008440,2009-07-06,TMIN,161
SZ000008440,2013-09-30,TMIN,144
SZ000008440,2013-09-30,TMAX,190
SZ000008440,2011-08-28,TMIN,75
SZ000008440,2011-08-28,TMAX,214
SZ000008440,2006-04-12,TMAX,98
SZ000008440,2010-01-18,TMIN,-23
SZ000008440,2010-01-18,TMAX,66
SZ000008440,2009-06-09,TMAX,231
SZ000008440,2014-04-04,TMIN,91
SZ000008440,2009-06-09,TMIN,113
SZ000008440,2006-10-21,TMAX,202
SZ000008440,2012-10-19,TMIN,61
SZ000008440,2014-09-21,TMAX,230
SZ000008440,2011-09-08,TMAX,250
SZ000008440,2014-09-21,TMIN,149
SZ000008440,2013-03-16,TMIN,-63
SZ000008440,2013-03-16,TMAX,63
SZ000008440,2013-09-10,TMIN,102
SZ000008440,2006-05-15,TMAX,251
SZ000008440,2007-09-04,TMAX,182
SZ000008440,2012-06-17,TMIN,151
SZ000008440,2013-09-10,TMAX,208
SZ000008440,2012-03-12,TMAX,144
SZ000008440,2012-03-12,TMIN,56
SZ000008440,2006-05-15,TMIN,92
SZ000008440,2009-10-24,TMIN,25
SZ000008440,2012-03-21,TMAX,153
SZ000008440,2009-10-24,TMAX,117
SZ000008440,2012-06-17,TMAX,265
SZ000008440,2005-08-29,TMIN,130
SZ000008440,2012-10-19,TMAX,185
SZ000008440,2012-02-23,TMAX,68
SZ000008440,2011-09-08,TMIN,130
SZ000008440,2015-08-26,TMIN,98
SZ000008440,2014-04-04,TMAX,196
SZ000008440,2007-09-04,TMIN,91
SZ000008440,2013-06-23,TMAX,207
SZ000008440,2009-01-02,TMIN,-7
SZ000008440,2014-04-19,TMAX,103
SZ000008440,2013-06-23,TMIN,135
SZ000008440,2010-08-02,TMIN,159
SZ000008440,2006-10-21,TMIN,123
SZ000008440,2010-08-02,TMAX,210
SZ000008440,2013-10-16,TMIN,112
SZ000008440,2013-10-16,TMAX,165
SZ000008440,2014-04-19,TMIN,33
SZ000008440,2014-10-10,TMAX,192
SZ000008440,2010-04-30,TMIN,138
SZ000008440,2012-08-11,TMIN,133
SZ000008440,2014-10-10,TMIN,156
SZ000008440,2012-08-11,TMAX,263
SZ000008440,2006-01-07,TMIN,-11
SZ000008440,2015-08-26,TMAX,274
SZ000008440,2012-03-21,TMIN,27
SZ000008440,2013-10-15,TMIN,114
SZ000008440,2013-06-01,TMAX,158
SZ000008440,2012-06-13,TMAX,177
SZ000008440,2005-06-14,TMAX,174
SZ000008440,2007-11-07,TMAX,98
SZ000008440,2007-11-07,TMIN,-15
SZ000008440,2014-12-31,TMIN,-1
SZ000008440,2005-06-14,TMIN,155
SZ000008440,2011-05-03,TMAX,142
SZ000008440,2011-07-19,TMIN,98
SZ000008440,2013-01-27,TMAX,49
SZ000008440,2009-10-14,TMAX,111
SZ000008440,2013-01-12,TMIN,-30
SZ000008440,2010-06-03,TMAX,192
SZ000008440,2013-01-12,TMAX,57
SZ000008440,2013-01-27,TMIN,-61
SZ000008440,2015-01-13,TMAX,125
SZ000008440,2010-06-03,TMIN,126
SZ000008440,2011-07-19,TMAX,166
SZ000008440,2014-12-31,TMAX,29
SZ000008440,2014-12-11,TMAX,73
SZ000008440,2015-03-26,TMIN,49
SZ000008440,2009-10-14,TMIN,40
SZ000008440,2012-09-29,TMAX,136
SZ000008440,2006-01-27,TMAX,9
SZ000008440,2009-11-01,TMIN,27
SZ000008440,2005-10-14,TMIN,60
SZ000008440,2005-02-23,TMAX,19
SZ000008440,2009-07-19,TMIN,133
SZ000008440,2009-07-19,TMAX,235
SZ000008440,2011-03-11,TMIN,3
SZ000008440,2011-03-11,TMAX,149
SZ000008440,2006-01-27,TMIN,-13
SZ000008440,2011-03-05,TMIN,-32
SZ000008440,2015-03-26,TMAX,93
SZ000008440,2011-03-05,TMAX,88
SZ000008440,2013-06-25,TMIN,101
SZ000008440,2013-06-25,TMAX,183
SZ000008440,2008-11-13,TMAX,105
SZ000008440,2008-04-25,TMAX,190
SZ000008440,2008-11-13,TMIN,25
SZ000008440,2005-02-23,TMIN,-48
SZ000008440,2008-04-25,TMIN,69
SZ000008440,2012-09-29,TMIN,110
SZ000008440,2012-01-11,TMAX,46
SZ000008440,2012-12-08,TMIN,-26
SZ000008440,2014-12-11,TMIN,22
SZ000008440,2013-07-24,TMIN,172
SZ000008440,2011-12-19,TMIN,-47
SZ000008440,2011-12-19,TMAX,17
SZ000008440,2010-01-28,TMIN,-26
SZ000008440,2010-01-28,TMAX,21
SZ000008440,2005-11-22,TMAX,50
SZ000008440,2012-03-20,TMAX,107
SZ000008440,2012-03-20,TMIN,42
SZ000008440,2015-01-05,TMAX,47
SZ000008440,2011-11-26,TMIN,-19
SZ000008440,2008-07-25,TMIN,129
SZ000008440,2008-07-25,TMAX,278
SZ000008440,2010-03-08,TMIN,-37
SZ000008440,2015-01-05,TMIN,-41
SZ000008440,2012-07-14,TMIN,163
SZ000008440,2012-07-14,TMAX,235
SZ000008440,2013-12-27,TMAX,56
SZ000008440,2006-11-26,TMAX,150
SZ000008440,2008-02-02,TMIN,-18
SZ000008440,2010-03-08,TMAX,29
SZ000008440,2005-11-22,TMIN,5
SZ000008440,2006-07-21,TMAX,342
SZ000008440,2005-08-22,TMAX,194
SZ000008440,2012-01-11,TMIN,-24
SZ000008440,2013-07-11,TMAX,285
SZ000008440,2013-07-11,TMIN,156
SZ000008440,2008-08-13,TMAX,231
SZ000008440,2011-05-03,TMIN,76
SZ000008440,2008-08-13,TMIN,108
SZ000008440,2012-10-20,TMIN,80
SZ000008440,2012-10-20,TMAX,191
SZ000008440,2007-07-11,TMAX,173
SZ000008440,2012-02-27,TMAX,98
SZ000008440,2012-02-27,TMIN,-46
SZ000008440,2007-04-15,TMIN,82
SZ000008440,2007-04-15,TMAX,253
SZ000008440,2006-01-09,TMAX,-7
SZ000008440,2006-01-09,TMIN,-21
SZ000008440,2011-11-26,TMAX,71
SZ000008440,2007-07-11,TMIN,106
SZ000008440,2006-07-21,TMIN,187
SZ000008440,2005-08-22,TMIN,155
SZ000008440,2013-07-24,TMAX,295
SZ000008440,2005-10-14,TMAX,172
SZ000008440,2009-11-02,TMAX,129
SZ000008440,2009-11-01,TMAX,150
SZ000008440,2013-03-12,TMIN,39
SZ000008440,2013-03-12,TMAX,128
SZ000008440,2012-02-22,TMAX,59
SZ000008440,2012-02-22,TMIN,-68
SZ000008440,2006-09-30,TMAX,227
SZ000008440,2009-02-27,TMAX,128
SZ000008440,2011-10-11,TMAX,182
SZ000008440,2011-10-11,TMIN,89
SZ000008440,2014-09-02,TMAX,211
SZ000008440,2005-06-08,TMAX,191
SZ000008440,2008-10-16,TMIN,122
SZ000008440,2008-10-16,TMAX,168
SZ000008440,2009-04-14,TMIN,78
SZ000008440,2015-11-15,TMIN,33
SZ000008440,2009-04-14,TMAX,224
SZ000008440,2015-08-15,TMIN,143
SZ000008440,2006-12-27,TMAX,13
SZ000008440,2013-06-07,TMAX,250
SZ000008440,2005-06-08,TMIN,94
SZ000008440,2014-10-13,TMIN,121
SZ000008440,2005-12-02,TMIN,-61
SZ000008440,2009-02-27,TMIN,12
SZ000008440,2006-08-18,TMAX,258
SZ000008440,2005-12-02,TMAX,13
SZ000008440,2010-06-09,TMIN,137
SZ000008440,2012-09-30,TMAX,141
SZ000008440,2006-07-15,TMAX,276
SZ000008440,2005-03-12,TMAX,64
SZ000008440,2015-09-15,TMAX,190
SZ000008440,2014-10-13,TMAX,157
SZ000008440,2013-11-15,TMAX,59
SZ000008440,2013-11-15,TMIN,35
SZ000008440,2005-03-12,TMIN,19
SZ000008440,2014-03-14,TMIN,19
SZ000008440,2014-03-14,TMAX,156
SZ000008440,2006-08-18,TMIN,126
SZ000008440,2006-09-30,TMIN,152
SZ000008440,2008-06-19,TMAX,265
SZ000008440,2008-06-19,TMIN,121
SZ000008440,2009-12-14,TMIN,-14
SZ000008440,2009-12-14,TMAX,11
SZ000008440,2006-12-27,TMIN,-15
SZ000008440,2013-06-07,TMIN,115
SZ000008440,2015-08-15,TMAX,208
SZ000008440,2015-11-15,TMAX,156
SZ000008440,2005-08-08,TMAX,221
SZ000008440,2011-07-22,TMAX,213
SZ000008440,2009-02-10,TMIN,22
SZ000008440,2007-12-27,TMIN,1
SZ000008440,2007-12-27,TMAX,20
SZ000008440,2013-11-17,TMAX,61
SZ000008440,2011-07-22,TMIN,139
SZ000008440,2008-05-01,TMIN,52
SZ000008440,2013-10-20,TMAX,171
SZ000008440,2013-10-20,TMIN,103
SZ000008440,2008-02-02,TMAX,65
SZ000008440,2008-05-01,TMAX,178
SZ000008440,2010-08-27,TMAX,264
SZ000008440,2010-08-27,TMIN,170
SZ000008440,2007-03-02,TMIN,77
SZ000008440,2007-03-02,TMAX,120
SZ000008440,2012-12-08,TMAX,27
SZ000008440,2008-02-18,TMAX,73
SZ000008440,2009-11-02,TMIN,43
SZ000008440,2008-05-24,TMIN,140
SZ000008440,2006-11-26,TMIN,47
SZ000008440,2008-05-24,TMAX,206
SZ000008440,2012-12-04,TMAX,66
SZ000008440,2011-04-08,TMIN,78
SZ000008440,2015-03-09,TMIN,2
SZ000008440,2005-11-08,TMAX,104
SZ000008440,2005-11-08,TMIN,22
SZ000008440,2015-03-09,TMAX,149
SZ000008440,2009-07-22,TMAX,257
SZ000008440,2009-07-22,TMIN,190
SZ000008440,2008-03-09,TMIN,-12
SZ000008440,2011-04-08,TMAX,240
SZ000008440,2008-10-11,TMIN,82
SZ000008440,2009-02-10,TMAX,104
SZ000008440,2015-03-05,TMAX,71
SZ000008440,2008-03-09,TMAX,115
SZ000008440,2008-02-18,TMIN,-50
SZ000008440,2015-03-05,TMIN,21
SZ000008440,2008-10-11,TMAX,177
SZ000008440,2010-11-19,TMAX,113
SZ000008440,2005-08-08,TMIN,99
SZ000008440,2013-11-17,TMIN,46
SZ000008440,2012-12-04,TMIN,5
SZ000008440,2014-06-09,TMAX,334
SZ000008440,2011-02-15,TMIN,26
SZ000008440,2011-02-15,TMAX,80
SZ000008440,2008-12-24,TMIN,23
SZ000008440,2008-12-24,TMAX,51
SZ000008440,2008-07-24,TMIN,115
SZ000008440,2009-07-14,TMAX,297
SZ000008440,2010-08-17,TMIN,114
SZ000008440,2009-07-14,TMIN,206
SZ000008440,2010-07-09,TMAX,340
SZ000008440,2005-09-25,TMIN,89
SZ000008440,2007-12-16,TMAX,-4
SZ000008440,2005-09-25,TMAX,215
SZ000008440,2005-07-31,TMIN,142
SZ000008440,2005-07-31,TMAX,256
SZ000008440,2011-03-02,TMAX,48
SZ000008440,2009-04-15,TMIN,81
SZ000008440,2009-04-15,TMAX,212
SZ000008440,2013-10-24,TMIN,104
SZ000008440,2006-12-10,TMAX,68
SZ000008440,2006-12-10,TMIN,-15
SZ000008440,2010-07-09,TMIN,172
SZ000008440,2014-10-22,TMIN,48
SZ000008440,2014-03-26,TMIN,34
SZ000008440,2014-10-22,TMAX,97
SZ000008440,2008-03-04,TMIN,20
SZ000008440,2008-03-04,TMAX,69
SZ000008440,2010-02-11,TMAX,-34
SZ000008440,2007-10-30,TMIN,66
SZ000008440,2007-10-30,TMAX,101
SZ000008440,2008-07-07,TMAX,224
SZ000008440,2005-06-06,TMAX,194
SZ000008440,2007-05-21,TMIN,138
SZ000008440,2008-07-07,TMIN,130
SZ000008440,2007-05-21,TMAX,253
SZ000008440,2014-01-03,TMAX,83
SZ000008440,2014-01-03,TMIN,-4
SZ000008440,2008-07-24,TMAX,256
SZ000008440,2007-11-19,TMAX,47
SZ000008440,2010-08-17,TMAX,238
SZ000008440,2015-01-07,TMIN,-48
SZ000008440,2015-01-07,TMAX,40
SZ000008440,2007-11-19,TMIN,-39
SZ000008440,2014-03-26,TMAX,92
SZ000008440,2012-06-15,TMIN,104
SZ000008440,2012-06-15,TMAX,275
SZ000008440,2009-11-11,TMIN,-6
SZ000008440,2009-11-11,TMAX,88
SZ000008440,2011-07-11,TMAX,284
SZ000008440,2011-07-11,TMIN,143
SZ000008440,2014-02-27,TMAX,73
SZ000008440,2008-10-14,TMIN,109
SZ000008440,2013-10-24,TMAX,136
SZ000008440,2008-03-29,TMIN,39
SZ000008440,2006-07-31,TMAX,275
SZ000008440,2010-09-20,TMIN,64
SZ000008440,2008-10-14,TMAX,213
SZ000008440,2012-06-26,TMAX,256
SZ000008440,2010-09-20,TMAX,236
SZ000008440,2007-04-02,TMIN,25
SZ000008440,2012-08-03,TMAX,290
SZ000008440,2012-08-03,TMIN,159
SZ000008440,2013-09-26,TMAX,244
SZ000008440,2013-06-01,TMIN,94
SZ000008440,2006-11-14,TMIN,75
SZ000008440,2013-09-26,TMIN,134
SZ000008440,2006-11-28,TMIN,31
SZ000008440,2005-11-14,TMAX,69
SZ000008440,2010-02-11,TMIN,-63
SZ000008440,2005-11-14,TMIN,30
SZ000008440,2007-10-14,TMAX,168
SZ000008440,2013-05-30,TMAX,153
SZ000008440,2005-02-14,TMAX,40
SZ000008440,2005-01-14,TMIN,-26
SZ000008440,2013-05-30,TMIN,60
SZ000008440,2005-01-14,TMAX,52
SZ000008440,2008-05-09,TMAX,233
SZ000008440,2008-05-09,TMIN,100
SZ000008440,2011-03-02,TMIN,-26
SZ000008440,2005-02-14,TMIN,-6
SZ000008440,2006-07-31,TMIN,181
SZ000008440,2006-04-04,TMIN,8
SZ000008440,2006-04-04,TMAX,151
SZ000008440,2014-04-03,TMIN,87
SZ000008440,2005-03-03,TMIN,-51
SZ000008440,2005-03-03,TMAX,48
SZ000008440,2007-04-02,TMAX,179
SZ000008440,2014-04-03,TMAX,151
SZ000008440,2007-11-21,TMAX,66
SZ000008440,2007-11-21,TMIN,4
SZ000008440,2007-10-14,TMIN,62
SZ000008440,2006-11-28,TMAX,73
SZ000008440,2014-10-29,TMAX,155
SZ000008440,2012-10-06,TMAX,231
SZ000008440,2006-12-12,TMAX,80
SZ000008440,2012-01-09,TMAX,73
SZ000008440,2015-01-13,TMIN,-41
SZ000008440,2013-04-29,TMAX,116
SZ000008440,2009-05-22,TMAX,279
SZ000008440,2011-03-16,TMIN,59
SZ000008440,2011-03-16,TMAX,155
SZ000008440,2013-09-28,TMAX,206
SZ000008440,2006-12-12,TMIN,-18
SZ000008440,2013-09-28,TMIN,130
SZ000008440,2009-05-22,TMIN,176
SZ000008440,2006-03-06,TMIN,-39
SZ000008440,2006-03-06,TMAX,35
SZ000008440,2007-07-26,TMIN,122
SZ000008440,2005-11-28,TMAX,29
SZ000008440,2007-03-01,TMAX,110
SZ000008440,2007-03-01,TMIN,86
SZ000008440,2013-06-27,TMIN,79
SZ000008440,2013-04-29,TMIN,78
SZ000008440,2013-05-07,TMIN,63
SZ000008440,2007-07-26,TMAX,287
SZ000008440,2014-11-10,TMIN,83
SZ000008440,2015-03-24,TMIN,19
SZ000008440,2013-12-27,TMIN,-28
SZ000008440,2009-06-26,TMIN,154
SZ000008440,2014-06-09,TMIN,153
SZ000008440,2015-03-24,TMAX,164
SZ000008440,2009-06-26,TMAX,242
SZ000008440,2012-01-09,TMIN,-20
SZ000008440,2006-09-28,TMAX,200
SZ000008440,2005-02-26,TMIN,-45
SZ000008440,2006-09-28,TMIN,115
SZ000008440,2013-05-07,TMAX,212
SZ000008440,2008-09-01,TMIN,139
SZ000008440,2008-03-03,TMIN,30
SZ000008440,2008-03-03,TMAX,124
SZ000008440,2008-09-01,TMAX,239
SZ000008440,2005-02-26,TMAX,14
SZ000008440,2014-11-10,TMAX,108
SZ000008440,2014-04-29,TMIN,81
SZ000008440,2014-04-29,TMAX,149
SZ000008440,2005-11-28,TMIN,-8
SZ000008440,2013-06-27,TMAX,180
SZ000008440,2013-01-22,TMAX,53
SZ000008440,2013-01-22,TMIN,-30
SZ000008440,2012-09-16,TMIN,74
SZ000008440,2010-10-19,TMAX,109
SZ000008440,2008-09-03,TMAX,270
SZ000008440,2008-09-03,TMIN,145
SZ000008440,2010-10-19,TMIN,1
SZ000008440,2009-05-27,TMIN,99
SZ000008440,2009-05-27,TMAX,195
SZ000008440,2008-08-21,TMIN,113
SZ000008440,2012-08-26,TMAX,222
SZ000008440,2005-10-25,TMAX,191
SZ000008440,2013-02-08,TMAX,30
SZ000008440,2012-08-26,TMIN,111
SZ000008440,2008-04-22,TMIN,84
SZ000008440,2005-10-25,TMIN,86
SZ000008440,2005-06-06,TMIN,141
SZ000008440,2007-12-16,TMIN,-18
SZ000008440,2012-10-06,TMIN,87
SZ000008440,2008-04-22,TMAX,123
SZ000008440,2013-02-08,TMIN,-37
SZ000008440,2012-09-16,TMAX,225
SZ000008440,2014-10-29,TMIN,43
SZ000008440,2008-05-21,TMIN,101
SZ000008440,2008-05-21,TMAX,157
SZ000008440,2011-05-12,TMAX,201
SZ000008440,2009-06-29,TMIN,154
SZ000008440,2015-04-30,TMIN,45
SZ000008440,2015-04-30,TMAX,185
SZ000008440,2011-05-12,TMIN,121
SZ000008440,2014-12-28,TMAX,19
SZ000008440,2014-12-28,TMIN,-22
SZ000008440,2009-01-14,TMAX,4
SZ000008440,2009-01-14,TMIN,-36
SZ000008440,2011-04-14,TMAX,141
SZ000008440,2006-01-07,TMAX,13
SZ000008440,2009-05-17,TMIN,89
SZ000008440,2009-06-29,TMAX,286
SZ000008440,2009-05-17,TMAX,240
SZ000008440,2011-02-11,TMAX,149
SZ000008440,2015-11-18,TMAX,169
SZ000008440,2011-04-14,TMIN,69
SZ000008440,2015-11-18,TMIN,41
SZ000008440,2008-08-21,TMAX,257
SZ000008440,2011-02-11,TMIN,-27
SZ000008440,2012-09-30,TMIN,105
SZ000008440,2013-12-29,TMAX,73
SZ000008440,2013-12-29,TMIN,-13
SZ000008440,2011-12-15,TMAX,84
SZ000008440,2005-03-25,TMAX,164
SZ000008440,2012-01-04,TMAX,84
SZ000008440,2005-03-25,TMIN,63
SZ000008440,2012-05-29,TMAX,255
SZ000008440,2006-06-21,TMIN,184
SZ000008440,2014-02-11,TMAX,82
SZ000008440,2006-06-21,TMAX,291
SZ000008440,2008-04-19,TMAX,175
SZ000008440,2008-04-19,TMIN,75
SZ000008440,2010-06-06,TMIN,162
SZ000008440,2010-06-06,TMAX,285
SZ000008440,2015-06-01,TMIN,129
SZ000008440,2015-05-12,TMIN,106
SZ000008440,2014-02-11,TMIN,6
SZ000008440,2007-09-30,TMIN,105
SZ000008440,2013-01-30,TMAX,119
SZ000008440,2013-01-30,TMIN,24
SZ000008440,2015-05-12,TMAX,287
SZ000008440,2012-01-04,TMIN,19
SZ000008440,2012-05-29,TMIN,104
SZ000008440,2007-08-26,TMAX,265
SZ000008440,2006-12-21,TMIN,-5
SZ000008440,2007-08-26,TMIN,146
SZ000008440,2015-10-29,TMAX,143
SZ000008440,2005-05-28,TMAX,303
SZ000008440,2005-05-28,TMIN,158
SZ000008440,2005-03-16,TMAX,182
SZ000008440,2013-08-29,TMIN,128
SZ000008440,2013-08-29,TMAX,226
SZ000008440,2005-08-20,TMIN,138
SZ000008440,2013-11-04,TMAX,104
SZ000008440,2005-08-20,TMAX,199
SZ000008440,2013-11-04,TMIN,76
SZ000008440,2005-03-16,TMIN,12
SZ000008440,2010-07-16,TMIN,163
SZ000008440,2012-03-23,TMAX,193
SZ000008440,2007-12-13,TMIN,33
SZ000008440,2007-12-13,TMAX,50
SZ000008440,2012-03-23,TMIN,14
SZ000008440,2011-12-15,TMIN,45
SZ000008440,2007-04-24,TMIN,90
SZ000008440,2006-12-21,TMAX,33
SZ000008440,2005-06-17,TMAX,281
SZ000008440,2007-09-30,TMAX,169
SZ000008440,2005-06-17,TMIN,147
SZ000008440,2010-08-01,TMIN,141
SZ000008440,2011-04-13,TMAX,132
SZ000008440,2006-02-01,TMAX,41
SZ000008440,2007-07-15,TMIN,150
SZ000008440,2007-07-15,TMAX,310
SZ000008440,2006-02-01,TMIN,-62
SZ000008440,2015-09-07,TMIN,82
SZ000008440,2011-04-13,TMIN,32
SZ000008440,2008-07-22,TMIN,112
SZ000008440,2015-12-22,TMAX,103
SZ000008440,2015-12-22,TMIN,23
SZ000008440,2006-01-14,TMIN,-36
SZ000008440,2014-01-26,TMAX,78
SZ000008440,2014-01-26,TMIN,26
SZ000008440,2006-11-11,TMIN,7
SZ000008440,2006-11-11,TMAX,134
SZ000008440,2008-07-22,TMAX,224
SZ000008440,2015-09-07,TMAX,204
SZ000008440,2011-03-04,TMAX,82
SZ000008440,2010-08-01,TMAX,313
SZ000008440,2010-05-10,TMIN,103
SZ000008440,2010-03-18,TMIN,8
SZ000008440,2009-06-19,TMIN,130
SZ000008440,2009-06-19,TMAX,249
SZ000008440,2013-11-16,TMAX,54
SZ000008440,2013-11-16,TMIN,39
SZ000008440,2006-05-20,TMIN,120
SZ000008440,2011-03-04,TMIN,-38
SZ000008440,2006-05-20,TMAX,147
SZ000008440,2010-03-18,TMAX,180
SZ000008440,2010-04-25,TMIN,75
SZ000008440,2010-04-25,TMAX,241
SZ000008440,2008-07-05,TMAX,273
SZ000008440,2009-02-06,TMAX,48
SZ000008440,2012-01-13,TMIN,-18
SZ000008440,2008-07-05,TMIN,130
SZ000008440,2011-08-20,TMIN,169
SZ000008440,2012-01-13,TMAX,28
SZ000008440,2011-08-20,TMAX,338
SZ000008440,2010-05-10,TMAX,200
SZ000008440,2007-04-24,TMAX,259
SZ000008440,2011-09-01,TMAX,245
SZ000008440,2011-09-01,TMIN,152
SZ000008440,2010-10-17,TMAX,109
SZ000008440,2013-07-13,TMIN,136
SZ000008440,2013-05-08,TMAX,225
SZ000008440,2010-10-22,TMIN,-9
SZ000008440,2005-04-20,TMIN,61
SZ000008440,2010-10-17,TMIN,53
SZ000008440,2010-11-12,TMIN,81
SZ000008440,2010-11-12,TMAX,151
SZ000008440,2014-10-14,TMAX,171
SZ000008440,2006-10-13,TMIN,93
SZ000008440,2015-01-19,TMAX,29
SZ000008440,2014-10-14,TMIN,96
SZ000008440,2010-03-09,TMIN,-51
SZ000008440,2010-03-09,TMAX,-7
SZ000008440,2007-11-12,TMIN,-19
SZ000008440,2014-11-05,TMAX,76
SZ000008440,2014-11-05,TMIN,62
SZ000008440,2015-01-19,TMIN,-8
SZ000008440,2008-12-04,TMIN,21
SZ000008440,2015-08-16,TMAX,196
SZ000008440,2013-05-08,TMIN,65
SZ000008440,2010-10-22,TMAX,112
SZ000008440,2005-04-20,TMAX,109
SZ000008440,2007-03-22,TMIN,-19
SZ000008440,2008-03-25,TMAX,49
SZ000008440,2008-03-25,TMIN,7
SZ000008440,2014-08-29,TMIN,148
SZ000008440,2013-04-24,TMIN,51
SZ000008440,2009-11-16,TMAX,145
SZ000008440,2006-10-13,TMAX,165
SZ000008440,2009-07-15,TMAX,281
SZ000008440,2009-11-16,TMIN,58
SZ000008440,2014-08-29,TMAX,252
SZ000008440,2009-07-15,TMIN,191
SZ000008440,2007-03-22,TMAX,48
SZ000008440,2013-04-24,TMAX,213
SZ000008440,2011-03-10,TMAX,157
SZ000008440,2011-03-10,TMIN,13
SZ000008440,2015-08-16,TMIN,136
SZ000008440,2013-04-30,TMIN,99
SZ000008440,2013-07-13,TMAX,271
SZ000008440,2013-04-30,TMAX,153
SZ000008440,2013-06-08,TMIN,108
SZ000008440,2013-06-08,TMAX,232
